_id,FACILITY_ID,FACILITY_NAME,FA_ADDRESS_GIVEN,FA_POSTAL_CODE,FA_LAT,FA_LON,NAICS_CODE_6,NAICS_CODE_6_DESC_ENG,EMPLOYEE_COUNT,WEB_SITE,PC_FULL_NAME,PHONE_NO,PC_JOB_TITLE,PC_PHONE_NO,PC_PHONE_NO_EXT,PC_FAX_NO,CHEMICAL_ID,CHEMICAL_NAME,USE_MANUFACTURED,USE_PROCESSED,USE_OTHER_USE,REL_AIR,REL_LAND,REL_WATER,REL_DISPOSAL,REL_RECYCLING
1049,494,Estee Lauder Cosmetics Ltd,161 Commander Blvd,M1S 3K9,43.7957,-79.269,325620,Toilet Preparation Mfg.,500,,Kim Oleszczyk,416-297-2949,Director EHS,365-340-2507,,,23,Nitrogen Oxides (NOx),1342,0,0,1342,0,0,0,0
1050,501,Vadim Bytensky,325 Limestone Crescent,M3J 2R1,43.7823,-79.4856,326150,Urethane & Miscellaneous Foam Product Mfg.,68,,Vadim Bytensky,416-736-1991,General Manager,416-736-1991,,416-736-7942,25,Volatile Organic Compounds (VOCs) Total,0,0,10000,10000,0,0,0,0
1051,502,City of Toronto Dufferin Organics Processing Facility,35 Vanley Cres,M3J 2B7,43.7606,-79.4754,562210,Waste Treatment & Disposal,19,,Derek Sawyer,416-392-1211,Supervisor Processing Operation,416-392-1211,,416-397-1584,23,Nitrogen Oxides (NOx),1239,0,0,1239,0,0,0,0
1052,504,Spec Furniture Inc,165 City View Drive,M9W 5B1,43.7045,-79.5889,337127,Institutional Furniture Mfg.,102,,Steven Spence,416-246-5526,Quality Assurance,416-246-5540,,,25,Volatile Organic Compounds (VOCs) Total,8,0,1230,1238,0,0,0,0
1053,25357,Stainless Piping Systems Inc,21 Steinway Blvd,M9W 6N4,43.7526,-79.6193,332999,All Other Misc. Fabricated Metal Product Mfg.,47,,Dave Damen,416-679-2937,President,416-679-2937,304,,16,Manganese and its compounds,0,526,0,0,0,0,0,0
1054,25360,Etobicoke Ironworks Ltd,141 Rivalda Rd,M9M 2M6,43.7449,-79.5365,331210,Iron & Steel Pipes & Tubes Mfg.,175,,Ron Chafee,416-742-7111,CEO,416-742-7111,,416-742-2737,25,Volatile Organic Compounds (VOCs) Total,0,0,12053,12053,0,0,0,0
1055,25376,Wooden Woodworking Canada Inc,22 Melham Court,M1B 2T7,43.8108,-79.2398,321919,Other Millwork,6,,Ken Poon,416-299-4825,Officer,416-299-4825,,,25,Volatile Organic Compounds (VOCs) Total,0,172,0,172,0,0,0,0
1056,25469,Brother Dry Clenners,83 Pelham Ave,M6N 1A5,43.6676,-79.4575,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),10,,Hong Tao Hu,416-651-8222,Manager,416-627-8278,,,24,Particulate Matter 2.5 (PM2.5),2,0,0,2,0,0,0,0
1057,25469,Brother Dry Clenners,83 Pelham Ave,M6N 1A5,43.6676,-79.4575,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),10,,Hong Tao Hu,416-651-8222,Manager,416-627-8278,,,25,Volatile Organic Compounds (VOCs) Total,5,0,136,25,0,0,0,0
1058,508,Portlands Energy Centre,470 Unwin Avenue,M4M 3B9,43.6475,-79.3299,221112,Fossil-Fuel Electric Power Generation,30,,Kevin Dick,416-462-8683,General Manager,416-462-8680,,416-462-1863,14,Formaldehyde,6272,0,0,6272,0,0,0,0
1059,517,Winpak Portion Packaging Ltd,26 Tidemore Ave,M9W 7A7,43.713,-79.5848,326198,All Other Plastic Product Mfg.,200,,Daryl Gibson,416-741-6182,HSE Coordinator,647-270-7269,,,23,Nitrogen Oxides (NOx),240,0,0,240,0,0,0,0
1060,527,Sanofi Pasteur,1755 Steeles Avenue West,M2R 3T4,43.7884,-79.4645,325410,Pharmaceutical & Medicine Mfg.,1311,,Murray Fulmer,416-667-2700,Deputy Director Environment,416-667-2700,,,25,Volatile Organic Compounds (VOCs) Total,0,0,8900,8900,0,0,0,0
1061,545,Helmitin Toronto Plant,99 Shorncliffe Road,M8Z 5K7,43.6255,-79.5419,325510,Paint & Coating Mfg.,30,,Scott Holman,416-239-3105,Director Of Compliance,416-239-3109,,,25,Volatile Organic Compounds (VOCs) Total,5,426787,0,1676,0,0,0,0
1062,546,Give And Go Prepared Foods Finch Bakery,6650 Finch Avenue West,M9W 5Y6,43.7339,-79.6074,311814,Commercial Bakeries & Frozen Product Mfg.,265,,David Cattle,416-675-0114,Director Engineering Facilities,416-675-0114,,,23,Nitrogen Oxides (NOx),769,0,0,769,0,0,0,0
1063,25499,Arts Metal Finish Ltd,555 Canarctic Dr,M3J 2P9,43.7769,-79.4867,332810,"Coating, Engraving & Heat Treating Activities",20,,Paul Sanclimenti,416-661-0605,Operations Manager,416-661-0605,,,8,"Chromium, Hexavalent and its compounds",0,2341,0,1,0,0,0,0
1064,25517,Millworks Custom Manufacturing 2001 Inc,25 Bertal Rd,M6M 4L7,43.6922,-79.4873,337127,Institutional Furniture Mfg.,250,,Pawel Kozlowski,416-760-0222,Division Head,416-760-0222,,,25,Volatile Organic Compounds (VOCs) Total,24,0,8486,8510,0,0,0,0
1065,25538,Postmedia Islington Printing Division,2250 Islington Avenue,M9W 3W4,43.715,-79.5552,323119,Other Printing,135,,Brad McSorley,416-646-7945,Building Manager,416-646-7945,,,25,Volatile Organic Compounds (VOCs) Total,40,0,3197,3237,0,0,0,0
1066,25541,GFL Environmental Inc Fenmar,39 Fenmar Drive,M9L 1M1,43.7579,-79.5413,562910,Remediation Services,3,,Grimaud Montignon,416-236-9907,VP Soil Services,416-236-9907,,,23,Nitrogen Oxides (NOx),689,0,0,689,0,0,0,0
1067,25562,Wholesome Harvest Bakery,271 Attwell Drive,M9W 5B9,43.6961,-79.5899,311814,Commercial Bakeries & Frozen Product Mfg.,92,,Sam Yehia,905-738-3080,Plant Manager,905-738-3080,,,24,Particulate Matter 2.5 (PM2.5),203,0,0,203,0,0,0,0
1068,25575,KGA Custom Kitchens Limited,590 Steeprock Dr,M3J 2X1,43.7591,-79.4696,337110,Wood Kitchen Cabinet & Counter Top Mfg.,15,,Khang Le,416-630-6310,President,416-630-6310,,,24,Particulate Matter 2.5 (PM2.5),324,0,0,324,0,0,0,0
1069,25586,Ventura Foods Canada,50 Torlake Crescent,M8Z 1B8,43.6115,-79.5264,311940,Seasoning & Dressing Mfg.,200,,Manoharadas Manobavan,416-259-2662,Sust Prog Mgr,416-433-3021,,,24,Particulate Matter 2.5 (PM2.5),585,0,0,585,0,0,0,0
1070,25744,Carstar Toronto Eastern Ave,344 Eastern Ave,M4M 3G5,43.6567,-79.3481,811121,"Automotive Body, Paint & Interior R&M",4,,Sam Saccoia,416-265-2227,President,416-265-2227,,,24,Particulate Matter 2.5 (PM2.5),126,0,0,6,0,0,0,0
1071,570,City Of Toronto Highland Creek Treatment Plant,51 Beechgrove Drive,M1E 3Z3,43.7654,-79.1522,221320,Sewage Treatment Facilities,57,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,15,Lead and its compounds,0,477,0,3,0,169,0,0
1072,571,City Of Toronto Humber Wastewater Treatment Plant,130 The Queensway,M8Y 1H9,43.6311,-79.481,221320,Sewage Treatment Facilities,61,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,17,Mercury and its compounds,0,13,0,0,0,5,0,0
1073,25773,Excellence Auto Collision,210 Midwest Rd,M1P 3A9,43.7573,-79.2703,811121,"Automotive Body, Paint & Interior R&M",33,,Jeff Norris,416-748-6229,CIIAHARA Executive Director,905-912-0732,,,25,Volatile Organic Compounds (VOCs) Total,0,0,1258,889,0,0,0,0
1074,25828,Long Auto Collision Centre,260 Midwest Rd,M1P 3B4,43.7583,-79.2716,811121,"Automotive Body, Paint & Interior R&M",2,,Juan Zhou,647-860-2100,Owner,647-339-0127,,,24,Particulate Matter 2.5 (PM2.5),84,0,0,13,0,0,0,0
1075,25882,Ardaven Platers Inc,11 Carson Street,M8W 3R7,43.6001,-79.5331,332810,"Coating, Engraving & Heat Treating Activities",14,,Stephen Spray,416-252-2222,General Manager,416-252-2222,,,8,"Chromium, Hexavalent and its compounds",0,118,0,0,0,0,0,0
1076,25884,GFL Environmental Inc Unwin,320 Unwin Ave,M5A 1A3,43.6434,-79.3395,562910,Remediation Services,4,,Grimaud Montignon,416-236-9907,VP Soil Services,416-236-9907,,,17,Mercury and its compounds,0,43,0,0,0,0,0,0
1077,26064,"EggSolutions (Global Egg Corporation, Horner)",283 Horner Avenue West,M8Z 4Y4,43.6061,-79.5222,311990,All Other Food Mfg.,152,,Fatima Miranda,416-236-6371,Plant Manager,416-231-7220,,,25,Volatile Organic Compounds (VOCs) Total,137,0,6078,6215,0,0,0,0
1078,26093,Humber River Hospital,1235 Wilson Ave,M3M 0B2,43.724,-79.4882,621510,Medical & Diagnostic Laboratories,3000,,Terry Calabrese,416-242-1000,Laboratory Director,415-242-1000,63621,,14,Formaldehyde,0,0,5000,5000,0,0,0,0
1079,572,City Of Toronto North Toronto Treatment Plant,21 Redway Rd,M4H 1P6,43.7004,-79.36,221320,Sewage Treatment Facilities,12,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,15,Lead and its compounds,0,22,0,0,0,17,0,0
1080,597,John E. Goudey Mfg. Ltd.,21 Primrose Av,M6H 3V1,43.6683,-79.4446,325510,Paint & Coating Mfg.,10,,Gita Moammer,416-531-4669,Production Manager,416-531-4669,28,416-531-5509,13,Dichloromethane (Methylene chloride),0,12120,0,0,0,0,0,0
1081,599,Teknion Limited,1150 Flint Road,M3J 2J5,43.7791,-79.4817,337214,Office Furniture (except Wood) Mfg.,585,,Mark Wagner,416-661-1577,VP Materials Purchasing And Fa,416-661-1577,2317,,24,Particulate Matter 2.5 (PM2.5),175,0,0,175,0,0,0,0
1082,599,Teknion Limited,1150 Flint Road,M3J 2J5,43.7791,-79.4817,337214,Office Furniture (except Wood) Mfg.,585,,Mark Wagner,416-661-1577,VP Materials Purchasing And Fa,416-661-1577,2317,,23,Nitrogen Oxides (NOx),233,0,0,233,0,0,0,0
1083,601,Teknion Limited,1250 Alness Street,M3J 3M8,43.7824,-79.4791,337214,Office Furniture (except Wood) Mfg.,200,,Theodora Konstantakopoulos,416-661-1577,Env Quality System Specialist,416-661-1577,2823,,16,Manganese and its compounds,0,35,0,0,0,0,0,0
1084,26111,Bunge Loders Croklaan,195 Belfield Road,M9W 1G8,43.7008,-79.5803,311225,Fat & Oil Refining & Blending,28,,Aaron Edelbrock,416-243-2334,Environmental Manager,765-389-0024,,,25,Volatile Organic Compounds (VOCs) Total,0,0,976,976,0,0,0,0
1085,26115,GFL Environmental Inc Vickers,85 Vickers Rd,M9B 1C1,43.6246,-79.5542,562910,Remediation Services,3,,Grimaud Montignon,416-231-4333,VP Soil Services,416-236-9907,,,22,Polycyclic Aromatic Hydrocarbons (PAHs),0,369,0,74,0,0,0,0
1086,26115,GFL Environmental Inc Vickers,85 Vickers Rd,M9B 1C1,43.6246,-79.5542,562910,Remediation Services,3,,Grimaud Montignon,416-231-4333,VP Soil Services,416-236-9907,,,25,Volatile Organic Compounds (VOCs) Total,0,44548,0,8936,0,0,0,0
1087,29260,Ultra-Form Mfg 2021 Inc,73 Baywood Road,M9V 3Y8,43.7489,-79.607,332710,Machine Shops,,,Kacee Vasudeva,416-749-9323,Owner,416-749-9323,,,18,Nickel and its compounds,0,1150,0,0,0,0,0,0
1088,29260,Ultra-Form Mfg 2021 Inc,73 Baywood Road,M9V 3Y8,43.7489,-79.607,332710,Machine Shops,,,Kacee Vasudeva,416-749-9323,Owner,416-749-9323,,,16,Manganese and its compounds,0,1124,0,0,0,0,0,0
1089,29264,Wonder Brands Inc.,514 Carlingview Drive,M9W 5R3,43.7037,-79.6032,311990,All Other Food Mfg.,204,,Sriram Ananda Padmanaban,416-252-7323,Sustainability Manager,437-217-9516,,,25,Volatile Organic Compounds (VOCs) Total,218666,0,0,218666,0,0,0,0
1090,29269,Redpath Sugar Ltd,95 Queen's Quay East,M5E 1A3,43.6432,-79.3708,311310,Sugar Mfg.,237,,Anna Bucko,416-866-4194,,416-123-4567,,,1,Acetaldehyde,171,0,0,171,0,0,0,0
1091,29269,Redpath Sugar Ltd,95 Queen's Quay East,M5E 1A3,43.6432,-79.3708,311310,Sugar Mfg.,237,,Anna Bucko,416-866-4194,,416-123-4567,,,25,Volatile Organic Compounds (VOCs) Total,5700,0,15091,20791,0,0,0,0
1092,29275,Miller Concrete East Toronto,951 Passmore Avenue,M16 0A1,43.8315,-79.2423,327320,Ready-Mix Concrete Mfg.,11,,Andrew Bourne,289-879-4255,Sr Equipment Manager,647-221-0372,,,24,Particulate Matter 2.5 (PM2.5),1087,0,0,1087,0,0,0,0
1093,29277,ICS Universal Drum Reconditioning GP INC.,110 Glen Scarlett Road,M6N 1P4,43.6739,-79.4768,811310,Commercial & Ind'l Mach. & Equip. R&M,40,,Steve Bond,416-763-1102,Operation manager,416-763-1102,,,16,Manganese and its compounds,0,0,572,4,0,0,0,0
1094,24673,Premier Fasteners Inc,22 Constellation Court,M9W 1K1,43.691,-79.5967,332720,"Turned Product & Screw, Nut & Bolt Mfg.",20,,Jaideep Sudan,416-798-9009,Quality Manager,416-798-9009,,,,,,,,,,,,
1095,25778,First Rate Autobody Center,58 Penn Dr,M9L 2A9,43.7529,-79.5573,811121,"Automotive Body, Paint & Interior R&M",1,,Wayne McNeil,416-749-4235,Owner,416-749-4235,,,,,,,,,,,,
1096,22087,Families Choice Cremation Services Inc,3080 Lake Shore Blvd West,M8V 1K3,43.5992,-79.5125,812210,Funeral Homes,1,,Brad Jones,905-566-5777,Secretary,905-566-5777,,,,,,,,,,,,
1097,22230,RPS Industries Inc,1361 Huntingwood Drive,M1S 3J1,43.798,-79.2661,326193,Motor Vehicle Plastic Parts Mfg.,12,,Rakesh Singh,416-291-1095,General Manager,416-291-1095,,416-291-0412,,,,,,,,,,
1098,24937,Crown Custom Metal Spinning Inc,1880 Kipling Avenue,M9W 4J1,43.7024,-79.5627,331313,Primary Production of Alumina & Aluminum,16,,Vella Emma,416-243-9333,Executive Manager,416-243-9333,,,,,,,,,,,,
1099,25097,R&S Door Maker LTD,52 Chauncey Ave,M8Z 2Z4,43.637,-79.5261,321999,All Other Misc. Wood Product Mfg.,3,,Baldev Singh,416-231-7278,Owner,416-823-6135,,416-231-3471,,,,,,,,,,
1100,23101,The Printing House Limited Branch 66,1 William Kitchen Road,M1P 5B7,43.7706,-79.2789,323115,Digital Printing,5,,Stephanie Martin,416-751-9666,Manager,416-759-2219,,,,,,,,,,,,
1101,25549,Morrison Lamothe Inc,825 Middlefield Rd,M1V 4Z7,43.8234,-79.2631,311814,Commercial Bakeries & Frozen Product Mfg.,30,,Frida Algjata,416-291-5005,Plant Manager,416-291-6762,,,,,,,,,,,,
1102,24827,North York Iron,1100 Flint Road,M3J 2J5,43.7773,-79.4814,416210,Metal Service Centres,15,,chase Tobe,416-661-2888,bookkeeper,416-661-2888,222,,,,,,,,,,,
1103,437,MacGregors Meat  Seafood Ltd,265 Garyray Dr,M9L 1P2,43.7691,-79.5387,311614,Rendering & Meat Processing from Carcasses,93,,Steve Saunders,416-749-5951,Plant Manager,416-749-5951,,416-740-3230,,,,,,,,,,
1104,48,Phoenix Geophysics Ltd,3781 Victoria Park Ave,M1W 3K5,43.8089,-79.3384,339990,All Other Miscellaneous Mfg.,52,,Jennifer Amarelo,416-491-7340,Administrative Coordinator,416-491-7340,,416-491-7378,,,,,,,,,,
1105,25409,Crest Tech Corp,60 Production Drive,M1H 2X8,43.7797,-79.2382,332710,Machine Shops,16,,Abhi Patel,416-431-5032,Operations Manager,416-431-5032,,,,,,,,,,,,
1106,25769,Eddystone Auto Body & Repair,95 Eddystone Ave,M3N 1H6,43.7483,-79.5182,811121,"Automotive Body, Paint & Interior R&M",3,,KAWARJIT KALSI,416-746-2864,OWNER,416-746-2864,,,,,,,,,,,,
1107,23735,Canadian Memorial Chiropractic College,6100 Leslie Street,M2H 3J1,43.8023,-79.371,611310,Universities,280,,Tony Maiato,416-482-2340,Facility Manager,416-460-2340,199,,,,,,,,,,,
1108,23859,Excalibur,36 Rivalda Rd,M9M 2M3,43.7374,-79.5354,337214,Office Furniture (except Wood) Mfg.,2,,Felix Shenderey,416-746-9198,Owner,416-896-6508,,,,,,,,,,,,
1109,22010,Kinectrics Inc,800 Kipling Ave,M8Z 5G5,43.6314,-79.531,541330,Engineering Services,300,,Claudiu Ilina,416-207-6000,Safety Environment Manager,416-207-6000,,,,,,,,,,,,
1110,25310,TransTec Inc,40 Tiffield Rd,M1V 5B6,43.8133,-79.2543,335311,Transformer (except Electronic) Mfg.,11,,John Kings,416-291-9779,Manager,416-291-9779,,,,,,,,,,,,
1111,24592,Universal Impex Corporation,780 Fenmar Drive,M9L 2T9,43.7649,-79.562,311940,Seasoning & Dressing Mfg.,20,,Gopaul Bridgemohan,416-743-7778,Owner,416-995-9743,,,,,,,,,,,,
1112,23383,Betterway Drycleaners,724 Queen Street East,M4M 1H2,43.659,-79.3493,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,,Edward Jang,416-466-4000,Manager,416-466-4000,,,,,,,,,,,,
1113,25914,Tyndale University,3377 Bayview Avenue,M2M 3S4,43.7971,-79.3921,611310,Universities,200,,Scott Rough,416-226-6620,Director Campus Operations,416-226-6620,,,,,,,,,,,,
1114,23762,Defranco Neill Ltd,6 Geary Ave,M6H 2B3,43.6713,-79.4302,332999,All Other Misc. Fabricated Metal Product Mfg.,1,,Joe Defranco,416-534-8311,Manager,416-534-8311,,,,,,,,,,,,
1115,22776,Corby's Cleaners,59 Underhill Dr,M3A 2J8,43.745,-79.326,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),4,,Yong Kwan Chang,416-447-2232,Owner,416-894-2139,,,,,,,,,,,,
1116,480,Toronto Transit Commission Roncesvalles Carhouse,20 The Queensway,M6R 1B4,43.6388,-79.4482,485110,Urban Transit Systems,115,http://www3.ttc.ca,Shaun DeSouza,416-393-3234,Manager Environment,416-554-1299,,,,,,,,,,,,
1117,22841,Occluso Tech Inc,790 Bay St,M5G 1N8,43.6605,-79.3858,339990,All Other Miscellaneous Mfg.,8,,Jorge Osorio,416-966-9998,Owner,416-966-9998,,,,,,,,,,,,
1118,24245,The Printing House Ltd Head Office,1403 Bathurst Street,M5R 3H8,43.681,-79.4174,551114,Head Offices,50,,Carole Anne Mastoras,416-538-5006,Presidents Office HS Coordinat,416-538-5006,,416-538-6909,,,,,,,,,,
1119,22615,AM Dry Cleaners And Alterations,790A  O'Connor Drive,M4B 2S6,43.7047,-79.3134,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),3,,LUCY LIN,416-285-0174,Administrative,416-285-0174,,,,,,,,,,,,
1120,25926,Amberwood Doors Inc,191 Attwell Drive,M9W 5Z2,43.6911,-79.5866,321911,Wood Window & Door Mfg.,18,,Colin Fraser,416-213-8007,President,416-213-8007,,,,,,,,,,,,
1121,25910,Contour Machine Ltd.,120 Toro Road,M3J 2A9,43.7617,-79.4837,332999,All Other Misc. Fabricated Metal Product Mfg.,,,Sean Leblond,416-747-7997,,416-747-7997,,,,,,,,,,,,
1122,22193,Scigiene Corporation,1295 Morningside Avenue,M1B 4Z4,43.8045,-79.2005,334512,"Measuring, Medical & Controlling Devices Mfg.",12,,Ann Sternhamn,416-261-4865,General Manager,416-261-4865,,416-261-7879,,,,,,,,,,
1123,29291,Sunrise Exhaust Ltd,90 Fenmar Dr,M9L 1M5,43.7592,-79.547,339990,All Other Miscellaneous Mfg.,10,,Jawid Abdahli,416-741-6651,President,416-741-6651,,416-741-7025,9,"Chromium, Non-Hexavalent and its compounds",0,116,0,0,0,0,0,0
1124,29293,GIP Paving Inc Wilson HMA Plant,949 Wilson Ave,M3K 1G2,43.7288,-79.475,324121,Asphalt Paving Mixture & Block Mfg.,3,,Stefanie Spencer,416-635-6002,Manager Environment,416-633-9670,,,24,Particulate Matter 2.5 (PM2.5),208,0,0,208,0,0,0,0
1125,29293,GIP Paving Inc Wilson HMA Plant,949 Wilson Ave,M3K 1G2,43.7288,-79.475,324121,Asphalt Paving Mixture & Block Mfg.,3,,Stefanie Spencer,416-635-6002,Manager Environment,416-633-9670,,,25,Volatile Organic Compounds (VOCs) Total,198,0,0,198,0,0,0,0
1126,14729,Three Star Sales & Service,40 Magnetic Dr  ,M3J 2C4,43.7821,-79.4727,811121,"Automotive Body, Paint & Interior R&M",1,,Samuil Ritberg,416-665-3477,Owner,416-723-0180,,,25,Volatile Organic Compounds (VOCs) Total,0,0,390,282,0,0,0,0
1127,15400,A J Lemik,66 Penn Dr,M9L 2A9,43.7535,-79.5578,333519,Other Metalworking Machinery Mfg.,4,,Angela Mariotti,416-322-3455,Accounting&#x2F;Bookkeeping,416-744-0021,,,9,"Chromium, Non-Hexavalent and its compounds",0,57,0,0,0,0,0,0
1128,21445,U K Auto Body Work,651 Petrolia Rd,M3J 2X8,43.7762,-79.4889,811121,"Automotive Body, Paint & Interior R&M",1,,Uthayakumar Kanagalingam,416-667-1626,OwnerWorker,647-831-9005,,,25,Volatile Organic Compounds (VOCs) Total,0,0,165,165,0,0,0,0
1129,21937,Ashford Cleaners,535 Eglinton Ave West,M5N 1B1,43.7034,-79.4142,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),22,,Lucaino Accardi,416-322-3127,Manager,416-322-3127,,,19,Tetrachloroethylene (Perchloroethylene),0,0,1056,466,0,0,0,0
1130,21950,Amvic Inc,501 McNicoll Avenue,M2H 2E2,43.8038,-79.34,325210,Resin & Synthetic Rubber Mfg.,120,,Vinod Kanwar,416-410-5674,VPOperations,416-410-5674,,416-759-7402,24,Particulate Matter 2.5 (PM2.5),52,0,0,52,0,0,0,0
1131,22221,Assured Automotive,195 Midwest Road,M1P 3A6,43.7569,-79.2694,811121,"Automotive Body, Paint & Interior R&M",19,,Kim Miller,416-615-1500,Director Env Health and Safety,877-743-7237,,,25,Volatile Organic Compounds (VOCs) Total,0,0,209,209,0,0,0,0
1132,22743,Sylvia Cai,4455 Sheppard Ave E,M1S 3G9,43.7879,-79.2668,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,,Fanny Cai,647-262-3220,Owner,416-298-1000,,,19,Tetrachloroethylene (Perchloroethylene),0,0,165,75,0,0,0,0
1133,22756,Del Monte Custom Cleaners Ltd,1124 The Queensway,M8Z 1P7,43.6227,-79.519,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),6,,Rinaldo DeMichele,416-259-5511,CEO,416-259-5511,,,24,Particulate Matter 2.5 (PM2.5),1,0,0,1,0,0,0,0
1134,22859,Canadian Linen And Uniform Service Co,24 Atomic Avenue,M8Z 5L2,43.6188,-79.5414,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),145,,Andrew Steiner,416-354-3101,Senior VPof Canadian Operations,416-354-7115,,,25,Volatile Organic Compounds (VOCs) Total,256,0,0,256,0,0,0,0
1135,22894,George kelk Corporation,48 Lesmill Road,M3B 2T5,43.7576,-79.3557,335990,All Other Electrical Equip. & Component Mfg.,105,,Jeff Roberts,416-445-5850,Senior Director Global EHS,919-374-5810,,,8,"Chromium, Hexavalent and its compounds",0,21915,0,0,0,0,0,0
1136,22944,Siltech Corporation,225 Wicksteed Ave,M4H 1G5,43.7132,-79.3474,325190,Other Basic Organic Chemical Mfg.,51,,James Tellerd,416-424-4567,Operations Manager,416-424-4567,,,25,Volatile Organic Compounds (VOCs) Total,41,408408,159583,2145,0,0,0,0
1137,22985,Megacity Automotive Collision Centre,370 Munster Ave,M8Z 3C7,43.6381,-79.5328,811121,"Automotive Body, Paint & Interior R&M",2,,Vince Faraone,416-651-9323,Owner,416-651-9323,,416-231-5645,24,Particulate Matter 2.5 (PM2.5),211,0,0,32,0,0,0,0
1138,22985,Megacity Automotive Collision Centre,370 Munster Ave,M8Z 3C7,43.6381,-79.5328,811121,"Automotive Body, Paint & Interior R&M",2,,Vince Faraone,416-651-9323,Owner,416-651-9323,,416-231-5645,25,Volatile Organic Compounds (VOCs) Total,0,0,247,127,0,0,0,0
1139,23174,Kilian Canada ULC,75 Torlake Crescent,M8Z 1B7,43.613,-79.5269,332991,Ball & Roller Bearing Mfg.,40,,Wolney Rodrigues,416-252-5936,Plant Manager,289-806-6579,,,18,Nickel and its compounds,0,736,0,0,0,0,0,0
1140,23280,Assured Automotive Leaside,90 Wicksteed Avenue,M4G 2B5,43.7114,-79.359,811121,"Automotive Body, Paint & Interior R&M",10,,Kim Miller,416-637-2163,Director Env Health and Safety,877-743-7237,,,25,Volatile Organic Compounds (VOCs) Total,0,0,106,106,0,0,0,0
1141,23297,Riverside Cemetery And Cremation Centre,1567 Royal York Rd,M9P 3C4,43.6965,-79.5328,812220,Cemeteries & Crematoria,6,,Jeramy Cochrane,416-241-0861,Vice President and GM,416-231-1462,,,24,Particulate Matter 2.5 (PM2.5),40,0,0,40,0,0,0,0
1142,23348,Avenue 1 Cleaners,1706 Avenue Rd,M5M 3Y6,43.728,-79.418,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),7,,Hochan Choi,416-781-2522,President,416-781-2522,,,19,Tetrachloroethylene (Perchloroethylene),0,0,122,44,0,0,0,0
1143,23381,Ofir Machine Shop Limited,800 Petrolia Road,M3J 3K4,43.7796,-79.4888,332710,Machine Shops,7,,Ran Ofir,416-661-4566,VP Of Operations,416-661-4566,,416-661-1474,18,Nickel and its compounds,0,875,0,0,0,0,0,0
1144,23442,Downtown Acura,370 King Street East,M5A 1K9,43.6537,-79.3615,811121,"Automotive Body, Paint & Interior R&M",15,,LAWRENCE DIMITRIEV,416-777-1880,Manager,416-363-1688,,416-777-0188,25,Volatile Organic Compounds (VOCs) Total,0,0,346,310,0,0,0,0
1145,23457,Omega Auto Centre,353 Ryding Ave,M6N 1H6,43.6681,-79.4823,811121,"Automotive Body, Paint & Interior R&M",3,,Peter Tran,416-766-0102,Owner,416-766-0102,,416-766-9718,25,Volatile Organic Compounds (VOCs) Total,0,0,193,193,0,0,0,0
